link_kost,nama_kost,alamat_kost_1,alamat_kost_2,latitude,longitude,jenis_kost,luas_kamar,fasilitas_gedung,sekitar_gedung,harga_mulai,area makan,area parkir,cctv,cleaning service,dapur,gym,kolam renang,laundry,lift,meja kompor,mesin cuci,microwave,rooftop,ruang santai / ruang tamu,tempat jemur pakaian,wifi,sekitar_gedung_mall,sekitar_gedung_supermarket,sekitar_gedung_akses kesehatan,sekitar_gedung_sekolah,sekitar_gedung_akses transportasi,kota,tipe_kamar,tipe_kamar (nama_kamar),tipe_kamar (luas_kamar),tipe_kamar (harga_kamar),tipe_kamar (spesifikasi_kamar),tipe_kamar (fasilitas_kamar),fasilitas_kamar_pemanas air,fasilitas_kamar_shower,fasilitas_kamar_bathtub,fasilitas_kamar_wastafel,fasilitas_kamar_balkon,fasilitas_kamar_ac,fasilitas_kamar_kursi,fasilitas_kamar_lemari,fasilitas_kamar_meja,fasilitas_kamar_sprei,fasilitas_kamar_tv,fasilitas_kamar_tv kabel,luas_kost,harga_kost_per_bulan,fasilitas_kamar_jumlah kasur,fasilitas_kamar_tipe kasur,kompor,kulkas,dispenser,fasilitas_kamar_jendela kearah luar,jenis_kost_campur,fasilitas_kamar_termasuk listrik,fasilitas_kamar_kamar mandi dalam,jakarta_check,total_fasilitas_kamar,total_fasilitas_gedung,total_fasilitas,fasilitas_kamar_tipe kasur (encoded),fasilitas_kamar_jumlah kasur (encoded),group_1,group_2,group_3,group_4
https://infokost.id/listing/kost-bu-arlen/,Kost Bu Arlen,"Jl. Mampang Prapatan XII 11-1, RT.11/RW.1, Tegal Parang, Kec. Mampang Prpt., Kota Jakarta Selatan","TEGAL PARANG,           MAMPANG PRAPATAN,           KOTA JAKARTA SELATAN,           DKI JAKARTA           12790",-6.251401499149864,106.82852915282884,Kost Campur,0.0,[' Area parkir'],"['Siloam Hospitals Mampang', 'Kantor Imigrasi Kelas I Khusus Non TPI Jakarta Selatan', 'SMP Negeri 247 Jakarta', 'Apotek']",2000000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Jakarta Selatan,yes, Tipe A,9.0,2000000.0,"['1 Tempat tidur (100x200) 1 orang', 'Tidak termasuk listrik', 'Kamar mandi dalam, Shower']","['AC', 'Kursi', 'Lemari', 'Meja']",0,1,0,0,0,1,1,1,1,0,0,0,9.0,2000000.0,1 bed,long bed,0,0,0,0,1,0,1,1,6,3,9,1,1,7,0,2,1
https://infokost.id/listing/rukita-vip-cideng/,Rukita VIP Cideng,"Jalan Palang Merah No 12, Kel Petojo, Kec Gambir Jakarta Pusat","PETOJO SELATAN,           GAMBIR,           KOTA JAKARTA PUSAT,           DKI JAKARTA           10150",-6.169347,106.8048263,Kost Campur,0.0,"[' Area makan', ' Area parkir', ' CCTV', ' Cleaning service', ' Dapur', ' Dispenser', ' Kompor', ' Kulkas', ' Laundry', ' Meja kompor', ' Mesin cuci', ' Ruang santai / ruang tamu', ' Tempat jemur pakaian', ' Wifi']","['\xa0\xa0Supermarket', '\xa0\xa0Sekolah', '\xa0\xa0Rumah Sakit', '\xa0\xa0Rumah Makan', '\xa0\xa0Mall', '\xa0\xa0Kampus', '\xa0\xa0Halte Bus']",2300000.0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,Jakarta Pusat,yes, Compact Loft Double A,8.0,2300000.0,"['1 Tempat tidur (140x200) 1 orang', 'Tidak termasuk listrik', 'Kamar mandi dalam, Shower, Pemanas air']","['AC', 'Kursi', 'Lemari', 'Meja']",1,1,0,0,0,1,1,1,1,0,0,0,8.0,2300000.0,1 bed,double bed,1,1,1,0,1,0,1,1,7,15,22,2,1,19,2,2,2
https://infokost.id/listing/rukita-vip-cideng/,Rukita VIP Cideng,"Jalan Palang Merah No 12, Kel Petojo, Kec Gambir Jakarta Pusat","PETOJO SELATAN,           GAMBIR,           KOTA JAKARTA PUSAT,           DKI JAKARTA           10150",-6.169347,106.8048263,Kost Campur,0.0,"[' Area makan', ' Area parkir', ' CCTV', ' Cleaning service', ' Dapur', ' Dispenser', ' Kompor', ' Kulkas', ' Laundry', ' Meja kompor', ' Mesin cuci', ' Ruang santai / ruang tamu', ' Tempat jemur pakaian', ' Wifi']","['\xa0\xa0Supermarket', '\xa0\xa0Sekolah', '\xa0\xa0Rumah Sakit', '\xa0\xa0Rumah Makan', '\xa0\xa0Mall', '\xa0\xa0Kampus', '\xa0\xa0Halte Bus']",2300000.0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,Jakarta Pusat,yes, Regular Loft Double A,11.4,2600000.0,"['1 Tempat tidur (140x200) 1 orang', 'Tidak termasuk listrik', 'Kamar mandi dalam, Shower, Pemanas air']","['AC', 'Kursi', 'Lemari', 'Meja']",1,1,0,0,0,1,1,1,1,0,0,0,11.4,2600000.0,1 bed,double bed,1,1,1,0,1,0,1,1,7,15,22,2,1,19,2,2,2
https://infokost.id/listing/rukita-vip-cideng/,Rukita VIP Cideng,"Jalan Palang Merah No 12, Kel Petojo, Kec Gambir Jakarta Pusat","PETOJO SELATAN,           GAMBIR,           KOTA JAKARTA PUSAT,           DKI JAKARTA           10150",-6.169347,106.8048263,Kost Campur,0.0,"[' Area makan', ' Area parkir', ' CCTV', ' Cleaning service', ' Dapur', ' Dispenser', ' Kompor', ' Kulkas', ' Laundry', ' Meja kompor', ' Mesin cuci', ' Ruang santai / ruang tamu', ' Tempat jemur pakaian', ' Wifi']","['\xa0\xa0Supermarket', '\xa0\xa0Sekolah', '\xa0\xa0Rumah Sakit', '\xa0\xa0Rumah Makan', '\xa0\xa0Mall', '\xa0\xa0Kampus', '\xa0\xa0Halte Bus']",2300000.0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,Jakarta Pusat,yes, Regular Loft Double B,11.4,2700000.0,"['1 Tempat tidur (140x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Pemanas air']","['AC', 'Kursi', 'Lemari', 'Meja']",1,1,0,0,0,1,1,1,1,0,0,0,11.4,2700000.0,1 bed,double bed,1,1,1,1,1,0,1,1,8,15,23,2,1,20,2,2,2
https://infokost.id/listing/rukita-vip-cideng/,Rukita VIP Cideng,"Jalan Palang Merah No 12, Kel Petojo, Kec Gambir Jakarta Pusat","PETOJO SELATAN,           GAMBIR,           KOTA JAKARTA PUSAT,           DKI JAKARTA           10150",-6.169347,106.8048263,Kost Campur,0.0,"[' Area makan', ' Area parkir', ' CCTV', ' Cleaning service', ' Dapur', ' Dispenser', ' Kompor', ' Kulkas', ' Laundry', ' Meja kompor', ' Mesin cuci', ' Ruang santai / ruang tamu', ' Tempat jemur pakaian', ' Wifi']","['\xa0\xa0Supermarket', '\xa0\xa0Sekolah', '\xa0\xa0Rumah Sakit', '\xa0\xa0Rumah Makan', '\xa0\xa0Mall', '\xa0\xa0Kampus', '\xa0\xa0Halte Bus']",2300000.0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,Jakarta Pusat,yes, Superior Loft Double A,14.4,2800000.0,"['1 Tempat tidur (140x200) 1 orang', 'Tidak termasuk listrik', 'Kamar mandi dalam, Shower, Pemanas air']","['AC', 'Kursi', 'Lemari', 'Meja']",1,1,0,0,0,1,1,1,1,0,0,0,14.4,2800000.0,1 bed,double bed,1,1,1,0,1,0,1,1,7,15,22,2,1,19,2,2,2
https://infokost.id/listing/rukita-vip-cideng/,Rukita VIP Cideng,"Jalan Palang Merah No 12, Kel Petojo, Kec Gambir Jakarta Pusat","PETOJO SELATAN,           GAMBIR,           KOTA JAKARTA PUSAT,           DKI JAKARTA           10150",-6.169347,106.8048263,Kost Campur,0.0,"[' Area makan', ' Area parkir', ' CCTV', ' Cleaning service', ' Dapur', ' Dispenser', ' Kompor', ' Kulkas', ' Laundry', ' Meja kompor', ' Mesin cuci', ' Ruang santai / ruang tamu', ' Tempat jemur pakaian', ' Wifi']","['\xa0\xa0Supermarket', '\xa0\xa0Sekolah', '\xa0\xa0Rumah Sakit', '\xa0\xa0Rumah Makan', '\xa0\xa0Mall', '\xa0\xa0Kampus', '\xa0\xa0Halte Bus']",2300000.0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,Jakarta Pusat,yes, Regular Single,11.4,2500000.0,"['1 Tempat tidur (100x200) 1 orang', 'Tidak termasuk listrik', 'Kamar mandi dalam, Shower, Pemanas air']","['AC', 'Kursi', 'Lemari', 'Meja']",1,1,0,0,0,1,1,1,1,0,0,0,11.4,2500000.0,1 bed,long bed,1,1,1,0,1,0,1,1,7,15,22,1,1,19,2,2,2
https://infokost.id/listing/kost-bd1/,Kost BD1,Jl. Bukit Duri Selatan no. 2,"BUKIT DURI,           TEBET,           KOTA JAKARTA SELATAN,           DKI JAKARTA           12840",-6.221333,106.855611,Kost Campur,0.0,"[' Area makan', ' Area parkir', ' CCTV', ' Dapur', ' Kulkas', ' Laundry', ' Wifi']","['Pasar Jaya Bukit Duri', 'BRAWIJAYA HOSPITAL SAHARJO', 'Stasiun Tebet', 'Puskesmas Bukit Duri']",2300000.0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,Jakarta Selatan,yes, Tipe A,10.0,2300000.0,"['1 Tempat tidur (100x200) 1 orang', 'Tidak termasuk listrik', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air']","['AC', 'Kursi', 'Lemari', 'Meja', 'Sprei', 'TV']",1,1,0,1,0,1,1,1,1,1,1,0,10.0,2300000.0,1 bed,long bed,0,1,0,0,1,0,1,1,10,9,19,1,1,17,0,2,0
https://infokost.id/listing/kost-bd1/,Kost BD1,Jl. Bukit Duri Selatan no. 2,"BUKIT DURI,           TEBET,           KOTA JAKARTA SELATAN,           DKI JAKARTA           12840",-6.221333,106.855611,Kost Campur,0.0,"[' Area makan', ' Area parkir', ' CCTV', ' Dapur', ' Kulkas', ' Laundry', ' Wifi']","['Pasar Jaya Bukit Duri', 'BRAWIJAYA HOSPITAL SAHARJO', 'Stasiun Tebet', 'Puskesmas Bukit Duri']",2300000.0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,Jakarta Selatan,yes, Tipe B,12.0,2500000.0,"['1 Tempat tidur (100x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air']","['AC', 'Kursi', 'Lemari', 'Meja', 'Sprei', 'TV']",1,1,0,1,0,1,1,1,1,1,1,0,12.0,2500000.0,1 bed,long bed,0,1,0,1,1,0,1,1,11,9,20,1,1,18,0,2,0
https://infokost.id/listing/oriental-kost/,Oriental Kost,"Jl. Talib I No.35B, RT.9/RW.7, Krukut, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11140","TAMAN SARI,           TAMAN SARI,           KOTA JAKARTA BARAT,           DKI JAKARTA           11140",-6.158235061122021,106.81591248715915,Kost Campur,0.0,"[' Area parkir', ' Dapur']","['Mangga Besar Station', 'Lokasari Square', 'Rumah Sakit Husada', 'LTC Glodok Hayam Wuruk', 'SMA Negeri 17 Jakarta Barat']",800000.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,Jakarta Barat,yes, Tipe A,9.0,800000.0,"['1 Tempat tidur (160x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam']",['AC'],0,0,0,0,0,1,0,0,0,0,0,0,9.0,800000.0,1 bed,≥queen bed,0,0,0,1,1,0,1,1,3,4,7,3,1,7,0,0,1
https://infokost.id/listing/linanta-kost-syaridin/,Linanta Kost Syaridin,"Jl. Syaridin No.7, RT.7/RW.8, Ragunan, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12540","RAGUNAN,           PASAR MINGGU,           KOTA JAKARTA SELATAN,           DKI JAKARTA           12540",-6.284928340944086,106.82492058955172,Kost Campur,0.0,[' Area parkir'],"['SDN 07 Ragunan', 'Komplek Polri Ragunan (AKRI)', 'GCT Badminton', 'SMA Negeri 28 Jakarta', 'Pejaten Plaza']",1900000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Jakarta Selatan,yes, Tipe A,9.0,1900000.0,"['1 Tempat tidur (90x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Pemanas air']","['AC', 'Kursi', 'Lemari', 'Meja', 'TV Kabel']",1,1,0,0,0,1,1,1,1,0,0,1,9.0,1900000.0,1 bed,single bed,0,0,0,1,1,0,1,1,9,3,12,0,1,10,0,2,1
https://infokost.id/listing/gracia-kost/,Gracia Kost,"1 No, Jl. Pondok Jaya I No.24, RT.1/RW.6, Pela Mampang, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12720","PELA MAMPANG,           MAMPANG PRAPATAN,           KOTA JAKARTA SELATAN,           DKI JAKARTA           12720",-6.248167563051264,106.82149910926545,Kost Campur,0.0,"[' CCTV', ' Dapur', ' Kulkas', ' Wifi']","['RSUD Mampang Prapatan', 'Apotek Kimia Farma Bangka Raya', 'Indonesia Banking School', 'Institut Bankir Indonesia', 'Kantor Imigrasi Kelas I Khusus Non TPI Jakarta Selatan']",2000000.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Jakarta Selatan,yes, Standard,12.0,2000000.0,"['1 Tempat tidur (120x200) 2 orang', 'Tidak termasuk listrik', 'Kamar mandi dalam, Shower, Wastafel']","['AC', 'Kursi', 'Lemari', 'Meja', 'TV Kabel']",0,1,0,1,0,1,1,1,1,0,0,1,12.0,2000000.0,1 bed,double bed,0,1,0,0,1,0,1,1,8,6,14,2,1,12,0,2,1
https://infokost.id/listing/kost-bukit-resik-3a/,Kost Bukit Resik 3A,"Jl. Bukit Resik No.3A, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141","HEGARMANAH,           CIDADAP,           KOTA BANDUNG,           JAWA BARAT           40141",-6.878202317898204,107.60307578948108,Kost Putra,0.0,"[' Area parkir', ' CCTV', ' Dispenser', ' Meja kompor', ' Mesin cuci', ' Microwave', ' Wifi']","['Universitas Katolik Parahyangan', 'Rumah Sakit Paru Dr. H. A. Rotinsulu', 'Asrama Sangkuriang ITB', 'Babakan Siliwangi City Forest Path Bandung']",1700000.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,Bandung,yes, Standard,12.0,1700000.0,"['1 Tempat tidur (100x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air']","['Kursi', 'Lemari', 'Meja']",1,1,0,1,0,0,1,1,1,0,0,0,12.0,1700000.0,1 bed,long bed,0,0,1,1,0,0,1,0,8,6,14,1,1,12,1,2,0
https://infokost.id/listing/kost-bukit-resik-3a/,Kost Bukit Resik 3A,"Jl. Bukit Resik No.3A, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141","HEGARMANAH,           CIDADAP,           KOTA BANDUNG,           JAWA BARAT           40141",-6.878202317898204,107.60307578948108,Kost Putra,0.0,"[' Area parkir', ' CCTV', ' Dispenser', ' Meja kompor', ' Mesin cuci', ' Microwave', ' Wifi']","['Universitas Katolik Parahyangan', 'Rumah Sakit Paru Dr. H. A. Rotinsulu', 'Asrama Sangkuriang ITB', 'Babakan Siliwangi City Forest Path Bandung']",1700000.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,Bandung,yes, Depan,12.0,1900000.0,"['1 Tempat tidur (100x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air']","['Kursi', 'Lemari', 'Meja']",1,1,0,1,0,0,1,1,1,0,0,0,12.0,1900000.0,1 bed,long bed,0,0,1,1,0,0,1,0,8,6,14,1,1,12,1,2,0
https://infokost.id/listing/graha-tobin/,Graha Tobin,"Jl. Sumur Batu Raya, RT.12/RW.5, Cemp. Baru, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10640","CEMPAKA BARU,           KEMAYORAN,           KOTA JAKARTA PUSAT,           DKI JAKARTA           10640",-6.16782082366278,106.86799424146125,Kost Campur,0.0,"[' Area parkir', ' CCTV', ' Cleaning service', ' Laundry', ' Rooftop', ' Ruang santai / ruang tamu']","['Universitas YARSI', 'RS YARSI', 'Universitas Kedokteran Muhammadiyah Jakarta', 'ITC Cempaka Mas']",2000000.0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,Jakarta Pusat,yes, Double Room,14.0,2000000.0,"['1 Tempat tidur (160x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air']","['AC', 'Kursi', 'Lemari', 'Meja', 'TV']",1,1,0,1,0,1,1,1,1,0,1,0,14.0,2000000.0,1 bed,≥queen bed,0,0,0,1,1,0,1,1,10,7,17,3,1,16,0,2,0
https://infokost.id/listing/kost-taman-sari-x-no-22-taman-sari-residence/,Kost Taman Sari X no. 22 (Taman Sari Residence),"Jl. Taman Sari X No.22, RT.9/RW.4, Taman Sari, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11150","TAMAN SARI,           TAMAN SARI,           KOTA JAKARTA BARAT,           DKI JAKARTA           11150",-6.1527959436795125,106.82552659063192,Kost Campur,0.0,"[' Area parkir', ' CCTV', ' Dapur', ' Laundry', ' Wifi']","['Stasiun Sawah Besar', 'Stasiun Mangga Besar', 'Masjid Jami’ Kebon Jeruk', 'Pengadilan Negeri Jakarta Utara']",1700000.0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Jakarta Barat,yes, Tipe AC Biasa,9.0,1700000.0,"['1 Tempat tidur (120x200) 1 orang', 'Tidak termasuk listrik', 'Kamar mandi dalam, Shower, Wastafel']","['AC', 'Kursi', 'Lemari', 'Meja']",0,1,0,1,0,1,1,1,1,0,0,0,9.0,1700000.0,1 bed,double bed,0,0,0,0,1,0,1,1,7,7,14,2,1,12,0,2,0
https://infokost.id/listing/kost-pak-john/,Kost Pak John,"Gg. Buntu Kuningan 21 No.14, RT.3/RW.10, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930","KARET SEMANGGI,           SETIA BUDI,           KOTA JAKARTA SELATAN,           DKI JAKARTA           12930",-6.22399408683605,106.82077642244666,Kost Campur,0.0,"[' CCTV', ' Dapur', ' Dispenser', ' Kulkas', ' Laundry', ' Wifi']","['Stasiun MRT Bendungan Hilir', 'Siloam Hospital Semanggi', 'The Bellagio Boutique Mall', 'Hollywood XXI', 'Mal Ambasador']",2600000.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,Jakarta Selatan,yes, Standard Double Bed,15.0,2600000.0,"['1 Tempat tidur (160x200) 2 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air']","['AC', 'Kursi', 'Lemari', 'Meja', 'TV Kabel']",1,1,0,1,0,1,1,1,1,0,0,1,15.0,2600000.0,1 bed,≥queen bed,0,1,1,1,1,0,1,1,10,8,18,3,1,16,0,2,0
https://infokost.id/listing/kost-setiabudi-barat-22-tipe-a/,Kost Setiabudi Barat 22 Tipe A,"Jalan Setia Budi Barat No.22 RT.3/RW.3 Setiabudi Barat, RT.3/RW.3, Kuningan, Setiabudi Barat, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12910","KARET KUNINGAN,           SETIA BUDI,           KOTA JAKARTA SELATAN,           DKI JAKARTA           12910",-6.206288284454854,106.82481212306656,Kost Campur,0.0,"[' Area parkir', ' CCTV', ' Dapur', ' Laundry', ' Ruang santai / ruang tamu']","['Stasiun MRT Setiabudi Astra', 'Stasiun MRT Dukuh Atas BNI', 'Stasiun Sudirman', 'Masjid Agung Sunda Kelapa']",2600000.0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Jakarta Selatan,yes, Tipe A,12.0,2600000.0,"['1 Tempat tidur (120x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel']","['AC', 'Kursi', 'Lemari', 'Meja']",0,1,0,1,0,1,1,1,1,0,0,0,12.0,2600000.0,1 bed,double bed,0,0,0,1,1,0,1,1,8,7,15,2,1,13,0,2,0
https://infokost.id/listing/tawakal-7/,Tawakal 7,"Jl. Tawakal VII No.11, RT.6/RW.9, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440","TOMANG,           GROGOL PETAMBURAN,           KOTA JAKARTA BARAT,           DKI JAKARTA           11440",-6.167870462554732,106.79587959633815,Kost Campur,0.0,"[' Area parkir', ' CCTV', ' Cleaning service', ' Dapur', ' Laundry', ' Rooftop', ' Ruang santai / ruang tamu']","['Universitas Trisakti', 'Universtias Tarumanegara', 'RS Sumber Waras', 'Roxy Square']",1600000.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,Jakarta Barat,yes, Single Bed No Water Heater,6.0,1600000.0,"['1 Tempat tidur (90x200) 1 orang', 'Tidak termasuk listrik', 'Kamar mandi dalam, Shower, Wastafel']","['AC', 'Kursi', 'Lemari', 'Meja']",0,1,0,1,0,1,1,1,1,0,0,0,6.0,1600000.0,1 bed,single bed,0,0,0,0,1,0,1,1,7,8,15,0,1,14,0,2,0
https://infokost.id/listing/tawakal-7/,Tawakal 7,"Jl. Tawakal VII No.11, RT.6/RW.9, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440","TOMANG,           GROGOL PETAMBURAN,           KOTA JAKARTA BARAT,           DKI JAKARTA           11440",-6.167870462554732,106.79587959633815,Kost Campur,0.0,"[' Area parkir', ' CCTV', ' Cleaning service', ' Dapur', ' Laundry', ' Rooftop', ' Ruang santai / ruang tamu']","['Universitas Trisakti', 'Universtias Tarumanegara', 'RS Sumber Waras', 'Roxy Square']",1600000.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,Jakarta Barat,yes, Single Bed Water Heater,6.0,1700000.0,"['1 Tempat tidur (90x200) 1 orang', 'Tidak termasuk listrik', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air']","['AC', 'Kursi', 'Lemari', 'Meja']",1,1,0,1,0,1,1,1,1,0,0,0,6.0,1700000.0,1 bed,single bed,0,0,0,0,1,0,1,1,8,8,16,0,1,15,0,2,0
https://infokost.id/listing/rukita-kls-pasar-minggu/,Rukita KLS Pasar Minggu,"Jl. Teluk Bone 103B, RT.6/RW.8, Ps. Minggu, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520","PASAR MINGGU,           PASAR MINGGU,           KOTA JAKARTA SELATAN,           DKI JAKARTA           12510",-6.3001944,106.8377557,Kost Campur,0.0,"[' Area parkir', ' CCTV', ' Cleaning service', ' Dapur', ' Dispenser', ' Kompor', ' Kulkas', ' Laundry', ' Meja kompor', ' Ruang santai / ruang tamu', ' Wifi']","['\xa0\xa0Supermarket', '\xa0\xa0Sekolah', '\xa0\xa0Rumah Sakit', '\xa0\xa0Rumah Makan', '\xa0\xa0Mall', '\xa0\xa0Kampus', '\xa0\xa0Halte Bus']",3050000.0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,Jakarta Selatan,yes, Regular Queen A,11.0,3050000.0,"['1 Tempat tidur (160x200) 1 orang', 'Termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air']","['AC', 'Kursi', 'Lemari', 'Meja', 'TV']",1,1,0,1,0,1,1,1,1,0,1,0,11.0,3050000.0,1 bed,≥queen bed,1,1,1,1,1,1,1,1,11,12,23,3,1,20,2,2,2
https://infokost.id/listing/rukita-kls-pasar-minggu/,Rukita KLS Pasar Minggu,"Jl. Teluk Bone 103B, RT.6/RW.8, Ps. Minggu, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520","PASAR MINGGU,           PASAR MINGGU,           KOTA JAKARTA SELATAN,           DKI JAKARTA           12510",-6.3001944,106.8377557,Kost Campur,0.0,"[' Area parkir', ' CCTV', ' Cleaning service', ' Dapur', ' Dispenser', ' Kompor', ' Kulkas', ' Laundry', ' Meja kompor', ' Ruang santai / ruang tamu', ' Wifi']","['\xa0\xa0Supermarket', '\xa0\xa0Sekolah', '\xa0\xa0Rumah Sakit', '\xa0\xa0Rumah Makan', '\xa0\xa0Mall', '\xa0\xa0Kampus', '\xa0\xa0Halte Bus']",3050000.0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,Jakarta Selatan,yes, Regular Queen B,11.5,3350000.0,"['1 Tempat tidur (160x200) 1 orang', 'Termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air']","['AC', 'Kursi', 'Lemari', 'Meja', 'TV']",1,1,0,1,0,1,1,1,1,0,1,0,11.5,3350000.0,1 bed,≥queen bed,1,1,1,1,1,1,1,1,11,12,23,3,1,20,2,2,2
https://infokost.id/listing/rukita-kls-pasar-minggu/,Rukita KLS Pasar Minggu,"Jl. Teluk Bone 103B, RT.6/RW.8, Ps. Minggu, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520","PASAR MINGGU,           PASAR MINGGU,           KOTA JAKARTA SELATAN,           DKI JAKARTA           12510",-6.3001944,106.8377557,Kost Campur,0.0,"[' Area parkir', ' CCTV', ' Cleaning service', ' Dapur', ' Dispenser', ' Kompor', ' Kulkas', ' Laundry', ' Meja kompor', ' Ruang santai / ruang tamu', ' Wifi']","['\xa0\xa0Supermarket', '\xa0\xa0Sekolah', '\xa0\xa0Rumah Sakit', '\xa0\xa0Rumah Makan', '\xa0\xa0Mall', '\xa0\xa0Kampus', '\xa0\xa0Halte Bus']",3050000.0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,Jakarta Selatan,yes, Superior Queen A,14.0,3350000.0,"['1 Tempat tidur (160x200) 1 orang', 'Termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air']","['AC', 'Kursi', 'Lemari', 'Meja', 'TV']",1,1,0,1,0,1,1,1,1,0,1,0,14.0,3350000.0,1 bed,≥queen bed,1,1,1,1,1,1,1,1,11,12,23,3,1,20,2,2,2
