loss,hyperparameters,iteration,runtime,score
421896.8764813157,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.3487470964426266, 'learning_rate': 0.053028541978963895, 'max_depth': 4, 'num_leaves': 107, 'reg_alpha': 0.33625569803364475, 'reg_lambda': 0.9653730938167371, 'subsample': 0.6148378977183704, 'n_estimators': 1281}",73,5.148771099999976,421896.8764813157
421369.88058243337,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.48179514948328134, 'learning_rate': 0.08348758372501613, 'max_depth': 6, 'num_leaves': 130, 'reg_alpha': 0.4022613399461857, 'reg_lambda': 0.6833142578072228, 'subsample': 0.6979321353106822, 'n_estimators': 387}",74,2.9233940000003713,421369.88058243337
445753.4077127843,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.48819310046021397, 'learning_rate': 0.06788129437818266, 'max_depth': 2, 'num_leaves': 130, 'reg_alpha': 0.5085670155932609, 'reg_lambda': 0.5144781941206205, 'subsample': 0.6958289728218846, 'n_estimators': 601}",75,1.9155737000000954,445753.4077127843
432046.12554102327,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.43411477913201507, 'learning_rate': 0.10601527872971904, 'max_depth': 3, 'num_leaves': 136, 'reg_alpha': 0.398869937736956, 'reg_lambda': 0.6768937281934702, 'subsample': 0.4542378863715124, 'n_estimators': 572}",76,2.047782100000404,432046.12554102327
469081.2779325921,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.5112206138263907, 'learning_rate': 0.06004188012632826, 'max_depth': 1, 'num_leaves': 130, 'reg_alpha': 0.561059048987077, 'reg_lambda': 0.5529861517122308, 'subsample': 0.4213260854455551, 'n_estimators': 1397}",77,3.362910699999702,469081.2779325921
443936.1560742967,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.6597192907702698, 'learning_rate': 0.09283375834738836, 'max_depth': 2, 'num_leaves': 141, 'reg_alpha': 0.8291499478432534, 'reg_lambda': 0.7765899113790986, 'subsample': 0.5354080448313095, 'n_estimators': 482}",78,0.9455183999998553,443936.1560742967
438996.5507810845,"{'boosting_type': 'dart', 'colsample_bytree': 0.4782453362732562, 'learning_rate': 0.07845645832129394, 'max_depth': 6, 'num_leaves': 146, 'reg_alpha': 0.4179752854324388, 'reg_lambda': 0.6358822123330333, 'subsample': 0.5639380954355577, 'n_estimators': 5000}",79,239.6504918999999,438996.5507810845
427004.9367621519,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.5999180366513488, 'learning_rate': 0.11701800911720174, 'max_depth': 4, 'num_leaves': 112, 'reg_alpha': 0.37328292571295596, 'reg_lambda': 0.578607633127474, 'subsample': 0.5835320590295164, 'n_estimators': 338}",80,1.2483707999999751,427004.9367621519
423725.46887655894,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.5530491282456131, 'learning_rate': 0.05604266678795884, 'max_depth': 6, 'num_leaves': 134, 'reg_alpha': 0.6379025221061154, 'reg_lambda': 0.38213220875864007, 'subsample': 0.6406808801846529, 'n_estimators': 324}",81,2.0967886999997063,423725.46887655894
419710.3495064162,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.5800263655479745, 'learning_rate': 0.07396181164778538, 'max_depth': 7, 'num_leaves': 116, 'reg_alpha': 0.3068341846357258, 'reg_lambda': 0.6905839663628546, 'subsample': 0.8033677708529987, 'n_estimators': 319}",82,2.813351899999361,419710.3495064162
